seller_id,total_revenue,orders_quantity,distinct_products_sold,days_since_last_sale,days_since_first_sale,months_since_last_sale,months_since_first_sale,orders_per_month,revenue_per_month,value_rank,frequency_rank,value_frequency_segment,seller_status
00fc707aaaad2d31347cf883cd2dfe10,12684.899999999992,135,103,110 days,243 days,3.6666666666666665,8.1,16.666666666666668,1566.0370370370363,0.9567043618739903,0.972859450726979,SUPER PRODUCTIVE,ACTIVE
010543a62bd80aa422851e79a3bc7540,1416.0,2,2,425 days,453 days,14.166666666666666,15.1,0.13245033112582782,93.7748344370861,0.47851373182552503,0.1061389337641357,LOW VALUE LOW FREQUENCY,INACTIVE
010da0602d7774602cd1b3f5fb7b709e,849.5,5,1,116 days,116 days,3.8666666666666667,3.8666666666666667,1.293103448275862,219.69827586206895,0.6701130856219709,0.5896607431340872,PRODUCTIVE,ACTIVE
011b0eaba87386a2ae96a7d32bb531d1,99.98,2,1,724 days,724 days,24.133333333333333,24.133333333333333,0.08287292817679558,4.142817679558012,0.04361873990306947,0.0579967689822294,LOW VALUE LOW FREQUENCY,INACTIVE
01266d4c46afa519678d16a8b683d325,90.25,3,3,41 days,60 days,1.3666666666666667,2.0,1.5,45.125,0.32568659127625205,0.6231017770597739,HIGH FREQUENCY,NEW SELLER
013900e863eace745d3ec7614cab5b1a,1619.6999999999998,26,23,171 days,576 days,5.7,19.2,1.3541666666666667,84.359375,0.4529886914378029,0.6022617124394184,HIGH FREQUENCY,ACTIVE
014c0679dd340a0e338872e7ec85666a,7058.0,15,14,88 days,613 days,2.933333333333333,20.433333333333334,0.734094616639478,345.41598694942905,0.7735056542810985,0.4332794830371567,HIGH VALUE,ACTIVE
014d9a685fd57276679edd00e07089e5,729.88,12,11,45 days,312 days,1.5,10.4,1.1538461538461537,70.18076923076923,0.41777059773828756,0.5563812600969306,HIGH FREQUENCY,ACTIVE
0176f73cc1195f367f7b32db1e5b3aa8,4733.1,39,38,47 days,319 days,1.5666666666666667,10.633333333333333,3.6677115987460818,445.11912225705333,0.824232633279483,0.827140549273021,PRODUCTIVE,ACTIVE
01bcc9d254a0143f0ce9791b960b2a47,1521.21,11,11,241 days,412 days,8.033333333333333,13.733333333333333,0.8009708737864079,110.76771844660195,0.515670436187399,0.45718901453957994,HIGH VALUE,ACTIVE
01c97ebb5cdac52891c0ed1c37ba0012,577.4999999999998,12,9,62 days,535 days,2.066666666666667,17.833333333333332,0.6728971962616823,32.383177570093444,0.2701130856219709,0.41195476575121165,LOW VALUE LOW FREQUENCY,ACTIVE
01cf7e3d21494c41fb86034f2e714fa1,9729.359999999991,67,61,216 days,725 days,7.2,24.166666666666668,2.772413793103448,402.5942068965513,0.8032310177705977,0.769951534733441,PRODUCTIVE,ACTIVE
01ed254b9ff8407dfb9d99ba1e17d923,1465.99,5,5,327 days,423 days,10.9,14.1,0.3546099290780142,103.97092198581561,0.49983844911147013,0.2668820678513732,LOW VALUE LOW FREQUENCY,INACTIVE
01fd077212124329bac32490e8ef80d9,1208.0,39,31,37 days,168 days,1.2333333333333334,5.6,6.964285714285714,215.71428571428572,0.6649434571890145,0.9127625201938611,PRODUCTIVE,ACTIVE
01fdefa7697d26ad920e9e0346d4bd1b,14921.429999999975,131,129,42 days,523 days,1.4,17.433333333333334,7.51434034416826,855.9137667304001,0.909854604200323,0.9218093699515347,SUPER PRODUCTIVE,ACTIVE
0241d4d5d36f10f80c644447315af0bd,31397.700000000103,246,238,33 days,356 days,1.1,11.866666666666667,20.730337078651683,2645.8735955056263,0.9796445880452342,0.9825525040387723,SUPER PRODUCTIVE,ACTIVE
0249d282d911d23cb8b869ab49c99f53,393.0,11,11,193 days,378 days,6.433333333333334,12.6,0.873015873015873,31.19047619047619,0.2665589660743134,0.48432956381260095,LOW VALUE LOW FREQUENCY,ACTIVE
024b564ae893ce8e9bfa02c10a401ece,706.3999999999999,8,2,596 days,724 days,19.866666666666667,24.133333333333333,0.3314917127071823,29.270718232044192,0.25589660743134085,0.2518578352180937,LOW VALUE LOW FREQUENCY,INACTIVE
028872bfa080090a9d0abd4f1af168f8,70.5,3,1,408 days,408 days,13.6,13.6,0.22058823529411764,5.1838235294117645,0.05654281098546042,0.1827140549273021,LOW VALUE LOW FREQUENCY,INACTIVE
02a2272692e13558373c66db98f05e2e,54.98,2,2,572 days,602 days,19.066666666666666,20.066666666666666,0.09966777408637874,2.7398671096345515,0.028109854604200322,0.07592891760904685,LOW VALUE LOW FREQUENCY,INACTIVE
02b72cdeb9cfcc429f1af6f4e3f3b737,522.65,4,4,40 days,68 days,1.3333333333333333,2.2666666666666666,1.7647058823529411,230.58088235294116,0.6830371567043618,0.664297253634895,PRODUCTIVE,ACTIVE
02c988090b766852e088c69d7fb3b551,1618.6500000000003,17,13,47 days,442 days,1.5666666666666667,14.733333333333333,1.153846153846154,109.86312217194573,0.512762520193861,0.5576736672051696,PRODUCTIVE,ACTIVE
02d35243ea2e497335cd0f076b45675d,5794.0,16,14,60 days,519 days,2.0,17.3,0.9248554913294798,334.91329479768785,0.7654281098546042,0.5021001615508885,PRODUCTIVE,ACTIVE
02dcd3e8e25bee036e32512bcf175493,1491.9,17,14,38 days,338 days,1.2666666666666666,11.266666666666667,1.5088757396449703,132.4171597633136,0.5534733441033926,0.6252019386106623,PRODUCTIVE,ACTIVE
02ecc2a19303f05e59ce133fd923fff7,5264.1900000000005,24,21,39 days,470 days,1.3,15.666666666666666,1.5319148936170213,336.0121276595745,0.7667205169628433,0.6292407108239095,PRODUCTIVE,ACTIVE
02f5837340d7eb4f653d676c7256523a,3883.0499999999984,30,30,54 days,334 days,1.8,11.133333333333333,2.694610778443114,348.7769461077843,0.7747980613893376,0.7625201938610663,PRODUCTIVE,ACTIVE
02f623a8eb246f3c5f7c2f96462654e6,6378.0,44,44,39 days,159 days,1.3,5.3,8.30188679245283,1203.3962264150944,0.9373182552504039,0.9331179321486268,SUPER PRODUCTIVE,ACTIVE
0307f7565ff85b299b6e5ef162b1b1a9,4728.8,7,7,494 days,721 days,16.466666666666665,24.033333333333335,0.2912621359223301,196.76005547850207,0.6436187399030695,0.23247172859450727,HIGH VALUE,INACTIVE
0336182e1b3e92f029d5354832045fdf,29.8,2,1,725 days,725 days,24.166666666666668,24.166666666666668,0.08275862068965517,1.233103448275862,0.009046849757673668,0.05718901453957997,LOW VALUE LOW FREQUENCY,INACTIVE
034b9387752bfa309f350a70cd45ffa3,96.0,8,8,40 days,173 days,1.3333333333333333,5.766666666666667,1.3872832369942196,16.647398843930635,0.16639741518578352,0.607108239095315,HIGH FREQUENCY,ACTIVE
038b75b729c8a9a04b0d07cba7eabe86,467.0,2,2,160 days,160 days,5.333333333333333,5.333333333333333,0.375,87.5625,0.46138933764135703,0.27609046849757674,LOW VALUE LOW FREQUENCY,ACTIVE
039b29ff3b3473435d0cd59040575de9,114.9,9,9,39 days,158 days,1.3,5.266666666666667,1.7088607594936709,21.81645569620253,0.20646203554119547,0.6558966074313409,HIGH FREQUENCY,ACTIVE
039e6ad9dae79614493083e241147386,12925.0,5,5,83 days,181 days,2.7666666666666666,6.033333333333333,0.8287292817679558,2142.265193370166,0.9705977382875606,0.46639741518578354,HIGH VALUE,ACTIVE
03a2a6dcbe45d639c4dc2a0d24769c40,1078.41,9,9,47 days,202 days,1.5666666666666667,6.733333333333333,1.3366336633663367,160.15990099009903,0.5980613893376413,0.5980613893376413,PRODUCTIVE,ACTIVE
03bd479e1d9484cdb14104d3023f7321,359.70000000000005,3,3,69 days,145 days,2.3,4.833333333333333,0.6206896551724138,74.42068965517242,0.43101777059773827,0.38949919224555735,LOW VALUE LOW FREQUENCY,ACTIVE
0417b067eeab773d2f7061a726dc477f,1859.18,13,13,42 days,214 days,1.4,7.133333333333334,1.822429906542056,260.63271028037383,0.7101777059773828,0.6746365105008078,PRODUCTIVE,ACTIVE
042573af89b6d931f672efaf789d8358,413.48,3,3,232 days,252 days,7.733333333333333,8.4,0.35714285714285715,49.22380952380952,0.3444264943457189,0.2681744749596123,LOW VALUE LOW FREQUENCY,ACTIVE
04308b1ee57b6625f47df1d56f00eedf,60130.60000000009,94,94,50 days,320 days,1.6666666666666667,10.666666666666666,8.8125,5637.243750000009,0.992891760904685,0.9376413570274637,SUPER PRODUCTIVE,ACTIVE
0432ead42b6c8a0bdf68154add917fdf,7792.099999999988,90,85,65 days,547 days,2.1666666666666665,18.233333333333334,4.936014625228519,427.3546617915898,0.8161550888529887,0.8730210016155089,PRODUCTIVE,ACTIVE
044668ccd5316b12a7cf0d54a156e3e9,137.8,4,3,42 days,54 days,1.4,1.8,2.2222222222222223,76.55555555555556,0.4378029079159935,0.7222940226171244,HIGH FREQUENCY,NEW SELLER
04843805947f0fc584fc1969b6e50fe7,1400.0,2,1,57 days,57 days,1.9,1.9,1.0526315789473684,736.8421052631579,0.8956381260096931,0.5358642972536349,PRODUCTIVE,NEW SELLER
048c2757535328e0d7dac690ad3c0aae,9264.779999999997,51,51,41 days,576 days,1.3666666666666667,19.2,2.65625,482.54062499999986,0.8381260096930533,0.7586429725363489,PRODUCTIVE,ACTIVE
04aa0a1c5ce6b222003403a3e11c3cc0,5518.0,17,11,250 days,557 days,8.333333333333334,18.566666666666666,0.9156193895870737,297.19928186714543,0.7373182552504038,0.4972536348949919,HIGH VALUE,ACTIVE
04aba03279157f6d4e0fe8ccaf21963c,2575.9,16,16,36 days,508 days,1.2,16.933333333333334,0.9448818897637795,152.12007874015748,0.5851373182552504,0.5085621970920841,PRODUCTIVE,ACTIVE
04e38a233f726ef161074ab1c9b0399a,1352.2000000000007,28,23,149 days,381 days,4.966666666666667,12.7,2.204724409448819,106.47244094488195,0.5050080775444264,0.7211631663974152,PRODUCTIVE,ACTIVE
04ee0ec01589969663ba5967c0e0bdc0,289.49,1,1,41 days,41 days,1.3666666666666667,1.3666666666666667,0.7317073170731707,211.8219512195122,0.6591276252019386,0.4323101777059774,HIGH VALUE,NEW SELLER
04fdea0c111866e6cf812f1570d6b5bd,1055.0,10,10,242 days,352 days,8.066666666666666,11.733333333333333,0.8522727272727273,89.91477272727273,0.4681744749596123,0.474313408723748,LOW VALUE LOW FREQUENCY,ACTIVE
0509040ea3fe50071181bbc359eb7738,3737.950000000005,98,89,60 days,516 days,2.0,17.2,5.6976744186046515,217.32267441860495,0.6668820678513732,0.8888529886914378,PRODUCTIVE,ACTIVE
052577151711aec5c744fe12e66db3e1,2748.0,4,4,285 days,340 days,9.5,11.333333333333334,0.3529411764705882,242.47058823529412,0.6953150242326332,0.2655896607431341,HIGH VALUE,ACTIVE
054694fa03fe82cec4b7551487331d74,9983.1,22,21,173 days,632 days,5.766666666666667,21.066666666666666,1.0443037974683544,473.8813291139241,0.8345718901453958,0.5331179321486268,PRODUCTIVE,ACTIVE
056b4ada5bbc2c50cc7842547dda6b51,12333.38999999999,66,65,37 days,304 days,1.2333333333333334,10.133333333333333,6.5131578947368425,1217.110855263157,0.938610662358643,0.9030694668820679,SUPER PRODUCTIVE,ACTIVE
0570350b23eda5444f8d1d9544932058,626.9000000000001,11,6,132 days,172 days,4.4,5.733333333333333,1.9186046511627908,109.34302325581397,0.511470113085622,0.6878836833602585,PRODUCTIVE,ACTIVE
05730013efda596306417c3b09302475,952.0,4,4,38 days,86 days,1.2666666666666666,2.8666666666666667,1.3953488372093024,332.09302325581393,0.7634894991922455,0.6080775444264943,PRODUCTIVE,ACTIVE
058cb5aeb36d7c0fcae20fc85d5e0a59,1328.0,13,12,48 days,371 days,1.6,12.366666666666667,1.0512129380053907,107.38544474393531,0.5072697899838449,0.5348949919224556,PRODUCTIVE,ACTIVE
058fd0aa2bfdb2274e05e1ae971dabb6,7667.9,64,61,116 days,423 days,3.8666666666666667,14.1,4.539007092198582,543.8226950354609,0.8558966074313409,0.8594507269789984,PRODUCTIVE,ACTIVE
05a48cc8859962767935ab9087417fbb,42.9,1,1,60 days,60 days,2.0,2.0,0.5,21.45,0.20290791599353797,0.33521809369951533,LOW VALUE LOW FREQUENCY,NEW SELLER
05a940b4ecae36cadfd8e93bd9c43257,951.9999999999999,10,10,224 days,442 days,7.466666666666667,14.733333333333333,0.6787330316742082,64.61538461538461,0.40064620355411956,0.4145395799676898,LOW VALUE LOW FREQUENCY,ACTIVE
05aebce0b5c8f0d41b29b686f2d05fd3,74.99000000000001,2,2,48 days,209 days,1.6,6.966666666666667,0.28708133971291866,10.764114832535887,0.11696284329563812,0.22907915993537964,LOW VALUE LOW FREQUENCY,ACTIVE
05ca864204d09595ae591b93ea9cf93d,179.9,1,1,45 days,45 days,1.5,1.5,0.6666666666666666,119.93333333333334,0.5318255250403877,0.40888529886914377,HIGH VALUE,NEW SELLER
05d2173d43ea568aa0540eba70d2ca76,5759.66,66,62,48 days,369 days,1.6,12.3,5.365853658536585,468.2650406504065,0.8319870759289176,0.8836833602584814,PRODUCTIVE,ACTIVE
05e107217c7266362fd44b75b2cd4cc4,193.38000000000002,8,5,39 days,94 days,1.3,3.1333333333333333,2.5531914893617023,61.71702127659575,0.3915993537964459,0.7491114701130857,HIGH FREQUENCY,ACTIVE
05f51e13da97139648b8125c31e5f51b,13769.009999999986,63,60,192 days,448 days,6.4,14.933333333333334,4.21875,922.0319196428562,0.9176090468497576,0.8481421647819063,PRODUCTIVE,ACTIVE
05feb94f19d094d4b0f9281f0b1d4c99,9353.0,6,6,225 days,412 days,7.5,13.733333333333333,0.4368932038834952,681.0436893203884,0.8846526655896607,0.30662358642972537,HIGH VALUE,ACTIVE
05ff92fedb5be47920fea08e501238b9,21992.780000000002,62,59,55 days,725 days,1.8333333333333333,24.166666666666668,2.56551724137931,910.0460689655173,0.9169628432956382,0.7502423263327949,PRODUCTIVE,ACTIVE
062c325cd6a2b87845fab56b4ec2eeae,133.22,2,2,61 days,147 days,2.033333333333333,4.9,0.4081632653061224,27.187755102040814,0.24523424878836833,0.29273021001615507,LOW VALUE LOW FREQUENCY,ACTIVE
062ce95fa2ad4dfaedfc79260130565f,7520.999999999993,60,55,386 days,613 days,12.866666666666667,20.433333333333334,2.936378466557912,368.0750407830339,0.7864297253634895,0.7851373182552503,PRODUCTIVE,INACTIVE
06532f10282704ef4c69168b914b77be,10220.5,9,8,408 days,576 days,13.6,19.2,0.46875,532.3177083333334,0.8516962843295638,0.32277867528271403,HIGH VALUE,INACTIVE
06579cb253ecd5a3a12a9e6eb6bf8f47,4727.200000000001,72,62,51 days,424 days,1.7,14.133333333333333,5.09433962264151,334.4716981132076,0.7651050080775444,0.8765751211631664,PRODUCTIVE,ACTIVE
066a6914e1ebf3ea95a216c73a986b91,9410.37999999999,74,68,52 days,725 days,1.7333333333333334,24.166666666666668,3.0620689655172413,389.3950344827582,0.7945072697899839,0.7936995153473344,PRODUCTIVE,ACTIVE
0691148aee60ca47977c187804f935ae,5868.51,53,47,35 days,311 days,1.1666666666666667,10.366666666666667,5.112540192926045,566.0942122186495,0.8617124394184168,0.877221324717286,PRODUCTIVE,ACTIVE
0692610d8abe24f287e9fae90ea0bbee,173.99,4,4,39 days,121 days,1.3,4.033333333333333,0.9917355371900827,43.138016528925625,0.318578352180937,0.5172859450726979,HIGH FREQUENCY,ACTIVE
06a2c3af7b3aee5d69171b0e14f0ee87,36408.950000000186,405,392,38 days,254 days,1.2666666666666666,8.466666666666667,47.83464566929134,4300.269685039392,0.9893376413570275,0.9951534733441034,SUPER PRODUCTIVE,ACTIVE
06bb3a2fe5e7b7a845b13e8fb91bd944,1536.19,18,17,88 days,384 days,2.933333333333333,12.8,1.40625,120.01484375,0.5321486268174475,0.6096930533117932,PRODUCTIVE,ACTIVE
06df0c10d34e459d9672bc77388742eb,9070.0,30,26,56 days,199 days,1.8666666666666667,6.633333333333334,4.522613065326633,1367.3366834170854,0.9483037156704361,0.8591276252019386,PRODUCTIVE,ACTIVE
06e5eefc71ec47ae763c5c6f8db7064f,22188.559999999998,95,92,40 days,524 days,1.3333333333333333,17.466666666666665,5.4389312977099245,1270.3374045801527,0.9428109854604201,0.8846526655896607,PRODUCTIVE,ACTIVE
07017df32dc5f2f1d2801e579548d620,946.49,9,8,62 days,572 days,2.066666666666667,19.066666666666666,0.47202797202797203,49.641083916083915,0.3453957996768982,0.32374798061389337,LOW VALUE LOW FREQUENCY,ACTIVE
070d165398b553f3b4b851c216b8a358,3393.1599999999985,39,32,46 days,403 days,1.5333333333333334,13.433333333333334,2.903225806451613,252.5925558312654,0.7017770597738288,0.7833602584814217,PRODUCTIVE,ACTIVE
0725b8c0f3f906e58f70cbe76b7c748c,2190.299999999999,37,17,53 days,618 days,1.7666666666666666,20.6,1.7961165048543688,106.32524271844653,0.504361873990307,0.6707592891760905,PRODUCTIVE,ACTIVE
0743a0239d764b9a0f959a57d07e36ab,336.96,4,4,58 days,69 days,1.9333333333333333,2.3,1.7391304347826089,146.50434782608696,0.5747980613893376,0.6605815831987076,PRODUCTIVE,ACTIVE
0747d5bb69f0586cc869d8af4c50f93e,346.59999999999997,15,14,463 days,725 days,15.433333333333334,24.166666666666668,0.6206896551724138,14.342068965517239,0.14733441033925687,0.38949919224555735,LOW VALUE LOW FREQUENCY,INACTIVE
0761743cbffb25d7148189e9f1a5f03a,241.2,7,3,241 days,303 days,8.033333333333333,10.1,0.6930693069306931,23.88118811881188,0.22520193861066237,0.42164781906300486,LOW VALUE LOW FREQUENCY,ACTIVE
077c5fae4bea9500e3737b16f71b9d3a,106.80000000000001,6,4,100 days,377 days,3.3333333333333335,12.566666666666666,0.4774535809018568,8.498673740053052,0.09369951534733441,0.3255250403877221,LOW VALUE LOW FREQUENCY,ACTIVE
0791d9fc1e30678ecf03d3e55fa108d3,842.0,11,5,67 days,139 days,2.2333333333333334,4.633333333333334,2.3741007194244603,181.72661870503595,0.6255250403877222,0.7347334410339257,PRODUCTIVE,ACTIVE
079d295dcbf06ee8bb1b65ba964eb2b6,349.3,10,5,53 days,98 days,1.7666666666666666,3.2666666666666666,3.061224489795918,106.92857142857143,0.5066235864297254,0.7932148626817448,PRODUCTIVE,ACTIVE
07a9bc7f61396b658ddf3ac534efe44c,119.9,1,1,462 days,462 days,15.4,15.4,0.06493506493506493,7.785714285714286,0.08529886914378029,0.04119547657512116,LOW VALUE LOW FREQUENCY,INACTIVE
07bf9669d84d1f11be443a9dd938f698,1776.0,24,18,95 days,572 days,3.1666666666666665,19.066666666666666,1.2587412587412588,93.14685314685315,0.47495961227786754,0.5830371567043618,HIGH FREQUENCY,ACTIVE
07d75e33f2750d97d467fb57e4dfdd8a,722.4,2,2,146 days,208 days,4.866666666666666,6.933333333333334,0.28846153846153844,104.19230769230768,0.5004846526655896,0.23037156704361875,HIGH VALUE,ACTIVE
07de60b03d150fb3ea09eab5da5e4c8b,719.0999999999999,9,9,44 days,242 days,1.4666666666666666,8.066666666666666,1.115702479338843,89.14462809917354,0.4665589660743134,0.5492730210016155,HIGH FREQUENCY,ACTIVE
07e8e8fc5222bb358e6f259da3197074,51.8,2,2,54 days,222 days,1.8,7.4,0.27027027027027023,6.999999999999999,0.07754442649434572,0.21825525040387722,LOW VALUE LOW FREQUENCY,ACTIVE
080102cd0a76b09e0dcf55fcacc60e05,5716.779999999992,130,124,36 days,435 days,1.2,14.5,8.96551724137931,394.26068965517186,0.7980613893376414,0.9389337641357027,PRODUCTIVE,ACTIVE
080199a181c46c657dc5aa235411be3b,14504.199999999986,83,79,38 days,376 days,1.2666666666666666,12.533333333333333,6.622340425531915,1157.2499999999989,0.9350565428109855,0.9053311793214863,SUPER PRODUCTIVE,ACTIVE
08061dc0fc165ed41288cc7acde738ee,123.80000000000001,4,4,318 days,555 days,10.6,18.5,0.21621621621621623,6.691891891891893,0.07205169628432956,0.17867528271405492,LOW VALUE LOW FREQUENCY,INACTIVE
08084d990eb3f53af056ccbc1730c8a7,372.5,12,12,48 days,235 days,1.6,7.833333333333333,1.5319148936170213,47.5531914893617,0.3369951534733441,0.6292407108239095,HIGH FREQUENCY,ACTIVE
081acf3de680d554796c9cf041be7bc2,1597.3000000000002,8,4,130 days,308 days,4.333333333333333,10.266666666666667,0.7792207792207791,155.58116883116884,0.5906300484652666,0.4499192245557351,HIGH VALUE,ACTIVE
082e0bf4cb865a6533b1e8e498cc0255,2073.2999999999997,23,11,45 days,335 days,1.5,11.166666666666666,2.0597014925373136,185.6686567164179,0.6303715670436187,0.7050080775444265,PRODUCTIVE,ACTIVE
085f6f7e049c996695fb2074fe38d45e,305.4,8,6,151 days,217 days,5.033333333333333,7.233333333333333,1.1059907834101383,42.22119815668202,0.31373182552504036,0.547172859450727,HIGH FREQUENCY,ACTIVE
08633c14ef2db992c11f840f04fad4cd,7644.299999999986,97,74,38 days,292 days,1.2666666666666666,9.733333333333333,9.965753424657535,785.3732876712314,0.9033925686591276,0.9460420032310177,SUPER PRODUCTIVE,ACTIVE
0873d9f8f36123f8d910f4760e788cfb,7265.59,6,6,48 days,147 days,1.6,4.9,1.2244897959183672,1482.773469387755,0.952827140549273,0.5730210016155088,PRODUCTIVE,ACTIVE
0885aaf116795758dfeb5f1032487bcd,2648.0000000000014,30,28,42 days,291 days,1.4,9.7,3.0927835051546393,272.98969072164965,0.7231017770597739,0.7954765751211632,PRODUCTIVE,ACTIVE
0887a9f087bcd5d9f6642b52f897fc6c,1642.0,12,12,422 days,606 days,14.066666666666666,20.2,0.594059405940594,81.2871287128713,0.44620355411954765,0.3775444264943457,LOW VALUE LOW FREQUENCY,INACTIVE
08ad4ac1388e4420ca531c3edfc46198,221.62,7,6,44 days,112 days,1.4666666666666666,3.7333333333333334,1.875,59.3625,0.38352180936995156,0.6810985460420033,HIGH FREQUENCY,ACTIVE
08cdbae123ff67ca4e36d9d641ce0119,3098.99,6,4,63 days,223 days,2.1,7.433333333333334,0.8071748878923767,416.9044843049327,0.8103392568659128,0.4588045234248788,HIGH VALUE,ACTIVE
08d0949a9a17c027262db1f3c450c26c,324.79999999999995,12,12,39 days,406 days,1.3,13.533333333333333,0.8866995073891626,23.999999999999996,0.22617124394184168,0.4898222940226171,LOW VALUE LOW FREQUENCY,ACTIVE
08d1c9478fb0d7d7fcac9c0da4e82fc7,538.0,1,1,111 days,111 days,3.7,3.7,0.27027027027027023,145.4054054054054,0.5725363489499192,0.21825525040387722,HIGH VALUE,ACTIVE
08d2d642cf72b622b14dde1d2f5eb2f5,913.9999999999999,21,17,299 days,596 days,9.966666666666667,19.866666666666667,1.0570469798657718,46.00671140939597,0.3295638126009693,0.5376413570274636,HIGH FREQUENCY,ACTIVE
08f5819815f3d06545011850bd70f0a8,452.0,3,3,50 days,102 days,1.6666666666666667,3.4,0.8823529411764706,132.94117647058823,0.5550888529886915,0.4878836833602585,HIGH VALUE,ACTIVE
091065b789659bc3cd9af9cb3a6253ff,1359.0,2,2,256 days,349 days,8.533333333333333,11.633333333333333,0.17191977077363899,116.81948424068769,0.5269789983844911,0.1408723747980614,HIGH VALUE,ACTIVE
0936e1837d0c79253456bbb2ffaaef10,38.9,2,1,537 days,537 days,17.9,17.9,0.111731843575419,2.1731843575418996,0.020678513731825526,0.08788368336025848,LOW VALUE LOW FREQUENCY,INACTIVE
093805f8f2aeb63881444571e1f48f30,1215.7900000000002,27,22,243 days,396 days,8.1,13.2,2.0454545454545454,92.10530303030305,0.4717285945072698,0.702907915993538,HIGH FREQUENCY,ACTIVE
094ced053e257ae8cae57205592d6712,1519.2000000000003,19,19,62 days,180 days,2.066666666666667,6.0,3.1666666666666665,253.20000000000005,0.7021001615508885,0.8019386106623586,PRODUCTIVE,ACTIVE
0951a6e282947e09cd47969f4ed0b47f,492.29999999999995,7,7,35 days,66 days,1.1666666666666667,2.2,3.1818181818181817,223.77272727272722,0.6759289176090468,0.8022617124394185,PRODUCTIVE,ACTIVE
09883d9ab71c8fe8a9bfc7fc3075b07e,329.5,5,5,307 days,524 days,10.233333333333333,17.466666666666665,0.28625954198473286,18.864503816793896,0.18449111470113086,0.2284329563812601,LOW VALUE LOW FREQUENCY,INACTIVE
099095b050cfe8eb1ddff5317587e96e,5193.829999999997,20,17,49 days,289 days,1.6333333333333333,9.633333333333333,2.0761245674740487,539.1519031141866,0.8539579967689822,0.7069466882067852,PRODUCTIVE,ACTIVE
09bad886111255c5b5030314fc7f1a4a,487.5,5,5,34 days,54 days,1.1333333333333333,1.8,2.7777777777777777,270.8333333333333,0.7211631663974152,0.7707592891760905,PRODUCTIVE,NEW SELLER
09f952a5f58d2285b0372551ae8f9b01,11821.5,56,50,37 days,381 days,1.2333333333333334,12.7,4.409448818897638,930.8267716535433,0.918578352180937,0.8552504038772213,PRODUCTIVE,ACTIVE
0a198e95d32b1be2da9424c962a6ebfa,69.99,1,1,110 days,110 days,3.6666666666666665,3.6666666666666665,0.27272727272727276,19.088181818181816,0.18578352180936994,0.22035541195476574,LOW VALUE LOW FREQUENCY,ACTIVE
0a82f5fb06a4fe4ac2cf7cb412ec71b8,462.0,2,2,184 days,240 days,6.133333333333334,8.0,0.25,57.75,0.3754442649434572,0.20420032310177705,LOW VALUE LOW FREQUENCY,ACTIVE
0a85ebe4e328db81ac9109781205e2f7,667.9,12,12,38 days,142 days,1.2666666666666666,4.733333333333333,2.535211267605634,141.1056338028169,0.5663974151857836,0.747172859450727,PRODUCTIVE,ACTIVE
